DATA;Livello invaso                              (m s.l.m.);Volume invaso                             (m3);Pioggia Ridracoli                        (mm);Apporto mc/giorno;Prelievi m3/giorno
7/7/2022;549,27;25442416;17,0;22694,98758;-152595,9876
8/7/2022;549,12;25312515;0,2;6355,919981;-161653,92
9/7/2022;548,94;25157217;0,0;-76,16871279;-154587,8313
10/7/2022;548,76;25002553;0,0;2859,261096;-165429,2611
11/7/2022;548,57;24839983;0,0;4431,188357;-157795,1884
12/7/2022;548,39;24686619;0,0;4690,192223;-165891,1922
13/7/2022;548,2;24525418;0,0;85,11360995;-152156,1136
14/7/2022;548,02;24373347;0,0;-3154,404616;-156684,5954
15/7/2022;547,83;24213508;0,0;1053,884608;-168550,8846
16/7/2022;547,63;24046011;0,0;-10207,26485;-148201,7351
17/7/2022;547,44;23887602;0,0;7346,611047;-165061,611
18/7/2022;547,25;23729887;0,0;-12896,28282;-152371,7172
19/7/2022;547,05;23564619;0,0;13857,29728;-178359,2973
20/7/2022;546,85;23400117;0,0;-1450,731057;-154119,2689
21/7/2022;546,66;23244547;0,0;3079,947567;-190481,9476
22/7/2022;546,43;23057145;0,0;-2737,990701;-151315,0093
23/7/2022;546,24;22903092;0,0;3489,651883;-172962,6519
24/7/2022;546,03;22733619;0,0;-11310,47287;-165339,5271
25/7/2022;545,81;22556969;0,4;9957,43382;-177726,4338
26/7/2022;545,6;22389200;0,0;-3741,115737;-171128,8843
27/7/2022;545,38;22214330;0,0;-3621,279573;-162452,7204
28/7/2022;545,17;22048256;0,4;2649,382854;-183595,3829
29/7/2022;544,94;21867310;0,0;-362,0974526;-163987,9025
30/7/2022;544,73;21702960;7,8;9195,855975;-172726,856
31/7/2022;544,52;21539429;0,0;-11016,76326;-143966,2367
1/8/2022;544,32;21384446;0,0;7665,358543;-184981,3585
2/8/2022;544,09;21207130;0,0;2382,210857;-171076,2109
3/8/2022;543,87;21038436;0,0;-7489,355636;-167920,6444
4/8/2022;543,64;20863026;0,0;-2308,959997;-172131,04
5/8/2022;543,41;20688586;0,0;483,3813652;-166434,3814
6/8/2022;543,19;20522635;0,0;-2760,288548;-177271,7115
7/8/2022;542,95;20342603;0,0;2719,631517;-159388,6315
8/8/2022;542,74;20185934;5,4;11611,32016;-182283,3202
9/8/2022;542,51;20015262;7,6;-2363,730812;-152633,2692
10/8/2022;542,3;19860265;0,0;3253,598285;-172099,5983
11/8/2022;542,07;19691419;0,0;-4508,69894;-163387,3011
12/8/2022;541,84;19523523;2,4;15456,63457;-160682,6346
13/8/2022;541,64;19378297;0,0;-7015,503931;-151907,4961
14/8/2022;541,42;19219374;0,0;1250,351536;-159311,3515
15/8/2022;541,2;19061313;0,2;3503,977776;-174953,9778
16/8/2022;540,96;18889863;0,0;-7007,691622;-163422,3084
17/8/2022;540,72;18719433;0,0;1522,864723;-170935,8647
18/8/2022;540,48;18550020;19,0;-159,2378911;-154244,7621
19/8/2022;540,26;18395616;38,0;54578,53317;-152394,5332
20/8/2022;540,12;18297800;0,2;14355,07965;-160434,0797
21/8/2022;539,91;18151721;0,0;15180,39193;-160489,3919
22/8/2022;539,7;18006412;0,0;-69,28578392;-165058,7142
23/8/2022;539,46;17841284;0,0;-4654,350615;-159472,6494
24/8/2022;539,22;17677157;0,0;-11366,46838;-172086,5316
25/8/2022;538,95;17493704;0,0;-7454,024506;-168014,9755
26/8/2022;538,69;17318235;0,0;20436,66244;-161314,6624
27/8/2022;538,48;17177357;9,2;7914,45508;-154690,4551
28/8/2022;538,26;17030581;2,2;-705,0716132;-145243,9284
29/8/2022;538,04;16884632;1,0;3014,601231;-161291,6012
30/8/2022;537,8;16726355;16,2;18794,91363;-163022,9136
31/8/2022;537,58;16582127;0,0;-1964,533299;-147944,4667
1/9/2022;537,35;16432218;4,8;5430,939603;-141524,9396
2/9/2022;537,14;16296124;0,2;-2838,583839;-145365,4162
3/9/2022;536,91;16147920;2,0;3937,713182;-144867,7132
4/9/2022;536,69;16006990;0,2;1071,086365;-147542,0864
5/9/2022;536,46;15860519;0,2;2189,702225;-154089,7022
6/9/2022;536,22;15708619;0,0;-5058,429694;-152152,5703
7/9/2022;535,97;15551408;0,0;1203,103754;-151153,1038
8/9/2022;535,73;15401458;0,0;2587,02246;-157775,0225
9/9/2022;535,48;15246270;0,0;-3655,121434;-156650,8786
10/9/2022;535,22;15085964;0,0;-3719,054461;-149376,9455
11/9/2022;534,97;14932868;0,0;-2493,75481;-143518,2452
12/9/2022;534,73;14786856;0,0;-2918,921685;-130103,0783
13/9/2022;534,51;14653834;0,0;1167,816961;-145387,817
14/9/2022;534,27;14509614;0,0;-1719,262612;-129664,7374
15/9/2022;534,05;14378230;15,6;25484,94501;-138325,945
16/9/2022;533,86;14265389;0,0;-2107,006073;-139598,9939
17/9/2022;533,62;14123683;31,4;47370,1973;-117878,1973
18/9/2022;533,5;14053175;0,0;7920,107031;-124921,107
19/9/2022;533,3;13936174;0,0;5267,060709;-133233,0607
20/9/2022;533,08;13808208;0,0;-14505,60822;-129976,3918
21/9/2022;532,83;13663726;0,0;-6281,811833;-114319,1882
22/9/2022;532,62;13543125;0,2;4133,107173;-141111,1072
23/9/2022;532,38;13406147;0,2;-3027,462959;-133044,537
24/9/2022;532,14;13270075;71,0;151013,4727;59142,52725
25/9/2022;532,51;13480231;3,4;211235,2844;-273939,2844
26/9/2022;532,4;13417527;0,0;19146,62848;-138324,6285
27/9/2022;532,19;13298349;4,6;2896,86588;-121383,8659
28/9/2022;531,98;13179862;1,0;12273,36445;-130071,3644
29/9/2022;531,77;13062064;27,4;33842,34953;61464,65047
30/9/2022;531,94;13157371;12,8;288213,4026;-276971,4026
1/10/2022;531,96;13168613;0,0;54506,55899;-127469,559
2/10/2022;531,83;13095650;0,0;33020,89577;-144756,8958
3/10/2022;531,63;12983914;0,2;29862,81223;-113256,8122
4/10/2022;531,48;12900520;0,2;4274,241471;-120440,2415
5/10/2022;531,27;12784354;0,2;6538,861656;-132984,8617
6/10/2022;531,04;12657908;0,2;6356,565642;-137431,5656
7/10/2022;530,8;12526833;0,2;419,0223902;-125203,0224
8/10/2022;530,57;12402049;0,4;6151,739717;-130124,7397
9/10/2022;530,34;12278076;1,8;5506,915212;-123335,9152
10/10/2022;530,12;12160247;2,4;11458,26945;-117937,2695
11/10/2022;529,92;12053768;0,2;10796,02046;-132496,0205
12/10/2022;529,69;11932068;0,2;6431,298208;-122093,2982
13/10/2022;529,47;11816406;0,0;-341,4376169;-114592,5624
14/10/2022;529,25;11701472;0,4;-107,5889256;-124446,4111
15/10/2022;529,01;11576918;0,2;-935,4921699;-117620,5078
16/10/2022;528,78;11458362;0,2;1752,428555;-119521,4286
17/10/2022;528,55;11340593;0,4;1960,817206;-113874,8172
18/10/2022;528,33;11228679;0,2;3109,532762;-114306,5328
19/10/2022;528,11;11117482;0,4;-600,4373789;-99869,56262
20/10/2022;527,91;11017012;0,0;2299,217141;-122087,2171
21/10/2022;527,67;10897224;0,0;-9959,789872;-99105,21013
22/10/2022;527,45;10788159;0,0;5483,211136;-108931,2111
23/10/2022;527,24;10684711;0,0;-6864,544702;-100822,4553
24/10/2022;527,02;10577024;0,0;-6029,94082;-100956,0592
25/10/2022;526,8;10470038;0,0;5689,150071;-126416,1501
26/10/2022;526,55;10349311;0,2;-876,6128272;-104618,3872
27/10/2022;526,33;10243816;0,0;-226,6715728;-114068,3284
28/10/2022;526,09;10129521;0,2;1915,740967;-115388,741
29/10/2022;525,85;10016048;0,0;3255,620563;-115908,6206
30/10/2022;525,61;9903395;0,0;-1798,207265;-100750,7927
31/10/2022;525,39;9800846;0,0;-5193,273783;-101285,7262
1/11/2022;525,16;9694367;0,0;751,9613206;-111067,9613
2/11/2022;524,92;9584051;0,0;-3389,568257;-92474,43174
3/11/2022;524,71;9488187;0,6;645,7746908;-86849,77469
4/11/2022;524,52;9401983;15,2;26396,04464;-130075,0446
5/11/2022;524,29;9298304;3,6;4020,802331;-98044,80233
6/11/2022;524,08;9204280;0,0;5510,18343;-112219,1834
7/11/2022;523,84;9097571;0,0;-2873,679686;-89846,32031
8/11/2022;523,63;9004851;0,2;-10275,20735;-99316,79265
9/11/2022;523,38;8895259;0,0;9981,167507;-114386,1675
10/11/2022;523,14;8790854;3,4;131,7171894;-103753,7172
11/11/2022;522,9;8687232;0,6;360,2153465;-98932,21535
12/11/2022;522,67;8588660;0,2;3132,675183;-105228,6752
13/11/2022;522,43;8486564;5,0;9051,285768;-106167,2858
14/11/2022;522,2;8389448;0,2;-414,094153;-83457,90585
15/11/2022;522;8305576;5,2;9480,990458;-76194,99046
16/11/2022;521,84;8238862;4,8;54007,49302;-78937,49302
17/11/2022;521,78;8213932;0,2;35005,23777;-80585,23777
18/11/2022;521,67;8168352;5,6;45992,12036;-79040,12036
19/11/2022;521,59;8135304;28,6;82067,20676;29811,79324
20/11/2022;521,86;8247183;1,6;228642,1806;-182784,1806
21/11/2022;521,97;8293041;0,8;61911,35101;-20082,35101
22/11/2022;522,07;8334870;54,8;738748,938;6245,062012
23/11/2022;523,8;9079864;0,4;335387,9677;-197576,9677
24/11/2022;524,11;9217675;0,0;123152,0382;-105273,0382
25/11/2022;524,15;9235554;0,2;65246,33675;-74189,33675
26/11/2022;524,13;9226611;3,2;60520,95566;-73922,95566
27/11/2022;524,1;9213209;0,2;53279,92344;-71130,92344
28/11/2022;524,06;9195358;2,2;41488,13095;-72675,13095
29/11/2022;523,99;9164171;8,2;50000,93193;-58898,93193
30/11/2022;523,97;9155273;2,8;77969,08665;-77969,08665
1/12/2022;523,97;9155273;0,4;65807,87029;-70254,87029
2/12/2022;523,96;9150826;0,0;47249,04728;-65022,04728
3/12/2022;523,92;9133053;4,2;70098,05374;-56770,05374
4/12/2022;523,95;9146381;3,2;124262,7045;-26142,70447
5/12/2022;524,17;9244501;23,0;424552,9587;43777,04132
6/12/2022;525,2;9712831;18,2;560272,0825;-77010,08252
7/12/2022;526,23;10196093;5,2;492239,2593;-189186,2593
8/12/2022;526,86;10499146;4,6;227344,4;-22124,40002
9/12/2022;527,28;10704366;25,0;689049,3851;29020,61493
10/12/2022;528,71;11422436;17,4;742785,1776;-137977,1776
11/12/2022;529,87;12027244;9,4;586020,2591;-119062,2591
12/12/2022;530,74;12494202;0,2;358901,9989;-123826,9989
13/12/2022;531,17;12729277;4,2;217974,3462;-118724,3462
14/12/2022;531,35;12828527;1,8;160963,7386;-44537,73863
15/12/2022;531,56;12944953;43,8;826042,868;1210752,132
16/12/2022;535,05;14981748;81,6;3907181,47;-834166,4697
17/12/2022;539,77;18054763;1,6;1209411,227;-445447,2274
18/12/2022;540,86;18818727;0,0;511979,5898;-154525,5898
19/12/2022;541,36;19176181;0,0;320465,9935;-89361,9935
20/12/2022;541,68;19407285;0,0;236691,7328;-76746,73279
21/12/2022;541,9;19567230;0,0;190963,5933;-66774,59329
22/12/2022;542,07;19691419;0,0;164394,3569;-83760,35692
23/12/2022;542,18;19772053;0,0;137199,7856;-48987,78561
24/12/2022;542,3;19860265;0,2;132777,4933;-66447,49329
25/12/2022;542,39;19926595;0,0;122968,0447;-56492,04466
26/12/2022;542,48;19993071;0,0;113294,7578;-54082,75784
27/12/2022;542,56;20052283;0,0;94699,86534;-57632,86534
28/12/2022;542,61;20089350;0,2;85568,58902;-48457,58902
29/12/2022;542,66;20126461;2,2;93530,91316;-63808,91316
30/12/2022;542,7;20156183;1,8;84950,81406;-47756,81406
31/12/2022;542,75;20193377;0,8;119032,9685;-59429,96852
1/1/2023;542,83;20252980;0,2;111801,1494;-59553,14937
2/1/2023;542,9;20305228;0,2;92579,56238;-55204,56238
3/1/2023;542,95;20342603;0,0;80640,64407;-58193,64407
4/1/2023;542,98;20365050;0,2;71786,7485;-64300,7485
5/1/2023;542,99;20372536;0,2;75063,77277;-67576,77277
6/1/2023;543;20380023;0,2;57277,14787;-57277,14787
7/1/2023;543;20380023;0,2;67107,61299;-59617,61299
8/1/2023;543,01;20387513;15,8;80929,16908;265556,8309
9/1/2023;543,47;20733999;25,2;917545,2484;-267098,2484
10/1/2023;544,32;21384446;0,0;411145,9442;-170605,9442
11/1/2023;544,63;21624986;0,4;232987,2459;-115957,2459
12/1/2023;544,78;21742016;0,0;178785,0838;-100532,0838
13/1/2023;544,88;21820269;0,0;147095,3911;-76508,39108
14/1/2023;544,97;21890856;0,2;120762,3161;-112910,3161
15/1/2023;544,98;21898708;2,2;95337,48779;-48184,48779
16/1/2023;545,04;21945861;19,6;190738,5452;125332,4548
17/1/2023;545,44;22261932;52,4;1903141,077;258893,9233
18/1/2023;548,08;24423967;13,4;1424014,343;-431581,3433
19/1/2023;549,24;25416400;8,4;653709,1553;-217804,1553
20/1/2023;549,74;25852305;9,8;405687,6068;-132946,6068
21/1/2023;550,05;26125046;8,2;308658,3138;-113943,3138
22/1/2023;550,27;26319761;32,0;305163,8786;-118402,8786
23/1/2023;550,48;26506522;37,2;287018,763;-135186,763
24/1/2023;550,65;26658354;22,0;224968,1602;-99496,16025
25/1/2023;550,79;26783826;18,6;457775,3677;-69942,36774
26/1/2023;551,22;27171659;1,8;453157,5668;-198617,5668
27/1/2023;551,5;27426199;0,0;313937,9929;-158623,9929
28/1/2023;551,67;27581513;0,4;252895,4201;-142910,4201
29/1/2023;551,79;27691498;0,4;225589,9315;-152103,9315
30/1/2023;551,87;27764984;0,0;209209,3369;-264335,3369
31/1/2023;551,81;27709858;0,0;238910,2844;-156194,2844
1/2/2023;551,9;27792574;0,0;315488,9397;-94106,93967
2/2/2023;552,14;28013956;0,0;448171,2433;-179106,2433
3/2/2023;552,43;28283021;0,0;453849,6643;-98683,66431
4/2/2023;552,81;28638187;0,0;645971,9101;-164648,9101
5/2/2023;553,32;29119510;0,0;542324,556;-247137,556
6/2/2023;553,63;29414697;0,0;354411,7905;-201279,7905
7/2/2023;553,79;29567829;0,0;259903,3241;-173533,3241
8/2/2023;553,88;29654199;4,0;221348,4398;-173293,4398
9/2/2023;553,93;29702254;9,4;197192,0586;-177955,0586
10/2/2023;553,95;29721491;0,0;162247,0997;-171866,0997
11/2/2023;553,94;29711872;0,0;143490,2756;-162723,2756
12/2/2023;553,92;29692639;0,0;142386,1084;-171219,1084
13/2/2023;553,89;29663806;0,0;135141,497;-163956,497
14/2/2023;553,86;29634991;0,0;145647,3072;-184038,3072
15/2/2023;553,82;29596600;0,0;183347,7814;-135353,7814
16/2/2023;553,87;29644594;0,0;280479,9065;-155453,9065
17/2/2023;554;29769620;0,0;297161,8904;-200749,8904
18/2/2023;554,1;29866032;0,0;273445,5734;-118752,5734
19/2/2023;554,26;30020725;0,0;489322,1832;-129550,1832
20/2/2023;554,63;30380497;0,0;442284,1507;-217199,1507
21/2/2023;554,86;30605582;0,2;362766,8518;-175990,8518
22/2/2023;555,05;30792358;0,0;310666,7725;-192311,7725
23/2/2023;555,17;30910713;0,0;270334,1011;-181369,1011
24/2/2023;555,26;30999678;0,8;229276,9913;-179777,9913
25/2/2023;555,31;31049177;1,8;260450,3197;-61927,31967
26/2/2023;555,51;31247700;38,6;951514,5081;-128714,5081
27/2/2023;556,33;32070500;19,8;546622,6547;-252206,6547
28/2/2023;556,62;32364916;4,6;377387,1277;-183519,1277
1/3/2023;556,81;32558784;27,0;372992,6239;-209134,6239
2/3/2023;556,97;32722642;4,4;351791,51;-146195,51
3/3/2023;557,17;32928238;1,0;507379,9988;-290577,9988
4/3/2023;557,38;33145040;0,0;492588,1714;-502934,1714
5/3/2023;557,37;33134694;0,0;389254,7104;-378908,7104
6/3/2023;557,38;33145040;2,2;492067,131;-440308,131
7/3/2023;557,43;33196799;2,8;562458,4167;-593520,4167
8/3/2023;557,4;33165737;1,6;522095,1553;-532445,1553
9/3/2023;557,39;33155387;0,0;447481,5765;-447481,5765
10/3/2023;557,39;33155387;19,0;553278,598;-553278,598
11/3/2023;557,39;33155387;0,0;442047,6288;-452394,6288
12/3/2023;557,38;33145040;0,2;407205,2856;-417551,2856
13/3/2023;557,37;33134694;0,0;305129,3335;-398141,3335
14/3/2023;557,28;33041682;4,6;280590,6075;-239273,6075
15/3/2023;557,32;33082999;7,4;313195,7565;-323527,7565
16/3/2023;557,31;33072667;0,0;270024,2661;-301009,2661
17/3/2023;557,28;33041682;0,0;243129,4258;-232803,4258
18/3/2023;557,29;33052008;0,0;204703,2875;-184044,2875
19/3/2023;557,31;33072667;4,2;192032,309;-140348,309
20/3/2023;557,36;33124351;14,8;485211,8271;-454175,8271
21/3/2023;557,39;33155387;0,0;317517,3386;-389905,3386
22/3/2023;557,32;33082999;0,0;281106,0036;-322423,0036
23/3/2023;557,28;33041682;0,0;263861,451;-253535,451
24/3/2023;557,29;33052008;0,0;193538,5963;-214188,5963
25/3/2023;557,27;33031358;0,0;184961,9682;-184961,9682
26/3/2023;557,27;33031358;5,4;178189,4943;-178189,4943
27/3/2023;557,27;33031358;0,2;182201,4885;-202842,4885
28/3/2023;557,25;33010717;0,4;151459,2533;-192716,2533
29/3/2023;557,21;32969460;0,0;134521,6003;-196342,6003
30/3/2023;557,15;32907639;0,0;131237,4744;-192980,4744
31/3/2023;557,09;32845896;5,4;153687,1777;-174251,1777
1/4/2023;557,07;32825332;8,0;173290,7181;-204119,7181
2/4/2023;557,04;32794503;6,6;159582,0774;-190393,0774
3/4/2023;557,01;32763692;0,0;147513,0741;-198820,0741
4/4/2023;556,96;32712385;0,0;115611,2389;-177110,2389
5/4/2023;556,9;32650886;0,0;117027,1465;-178447,1465
6/4/2023;556,84;32589466;0,0;92100,45204;-173875,452
7/4/2023;556,76;32507691;5,0;122300,3677;-193740,3677
8/4/2023;556,69;32436251;1,2;98993,90602;-190691,906
9/4/2023;556,6;32344553;3,2;104280,8464;-165315,8464
10/4/2023;556,54;32283518;0,0;76817,0929;-178372,0929
11/4/2023;556,44;32181963;0,0;93822,73407;-185038,7341
12/4/2023;556,35;32090747;0,0;86862,07466;-177906,0747
13/4/2023;556,26;31999703;5,0;76928,87535;-157711,8754
14/4/2023;556,18;31918920;3,2;105155,4131;-175729,4131
15/4/2023;556,11;31848346;3,6;105898,1335;-156243,1335
16/4/2023;556,06;31798001;0,0;116141,4047;-176486,4047
17/4/2023;556;31737656;0,2;98704,20685;-179045,2068
18/4/2023;555,92;31657315;0,0;94546,34857;-174750,3486
19/4/2023;555,84;31577111;0,0;82384,87988;-142449,8799
20/4/2023;555,78;31517046;4,4;97393,12935;-187346,1293
21/4/2023;555,69;31427093;7,2;109609,6241;-179455,6241
22/4/2023;555,62;31357247;0,2;92528,66135;-162269,6613
23/4/2023;555,55;31287506;0,0;85306,2252;-154945,2252
24/4/2023;555,48;31217867;5,2;87562,61787;-186865,6179
25/4/2023;555,38;31118564;7,0;115593,441;-165166,441
26/4/2023;555,33;31068991;0,2;97815,08675;-167128,0867
27/4/2023;555,26;30999678;0,0;88797,44682;-158007,4468
28/4/2023;555,19;30930468;0,2;88213,77411;-167183,7741
29/4/2023;555,11;30851498;0,0;71818,69297;-150654,693
30/4/2023;555,03;30772662;0,0;92446,00639;-200626,0064
1/5/2023;554,92;30664482;31,2;187824,3736;167164,6264
2/5/2023;555,28;31019471;55,6;1767353,851;120814,1487
3/5/2023;557,15;32907639;18,4;1133337,772;-906282,7716
4/5/2023;557,37;33134694;0,0;318440,1901;-370135,1901
5/5/2023;557,32;33082999;0,0;288152,1606;-308815,1606
6/5/2023;557,3;33062336;0,0;271161,4952;-291815,4952
7/5/2023;557,28;33041682;0,2;229759,5932;-322597,5932
8/5/2023;557,19;32948844;0,0;185729,789;-185729,789
9/5/2023;557,19;32948844;7,8;179263,0096;-168956,0096
10/5/2023;557,2;32959151;24,8;556135,9772;-390935,9772
11/5/2023;557,36;33124351;2,4;325773,5435;-336114,5435
12/5/2023;557,35;33114010;1,0;319176,844;-339852,844
13/5/2023;557,33;33093334;13,2;331240,8623;-300223,8623
14/5/2023;557,36;33124351;12,0;476501,1383;-455812,1383
15/5/2023;557,38;33145040;1,2;139701,0017;-940188,0017
16/5/2023;556,6;32344553;95,0;2087773,352;-1017546,352
17/5/2023;557,64;33414780;57,4;1716925,946;-1965968,946
18/5/2023;557,4;33165737;1,2;382798,8693;-413841,8693
19/5/2023;557,37;33134694;11,6;297321,9269;-276628,9269
20/5/2023;557,39;33155387;13,8;414875,5005;-425222,5005
21/5/2023;557,38;33145040;0,0;272385,1799;-324091,1799
22/5/2023;557,33;33093334;0,2;208534,8724;-208534,8724
23/5/2023;557,33;33093334;0,0;181493,6943;-202160,6943
24/5/2023;557,31;33072667;3,0;231241,0995;-200237,0995
25/5/2023;557,34;33103671;0,0;189872,4449;-210544,4449
26/5/2023;557,32;33082999;0,2;165720,0909;-207037,0909
27/5/2023;557,28;33041682;0,0;167529,1992;-188175,1992
28/5/2023;557,26;33021036;0,0;157914,5073;-209490,5073
29/5/2023;557,21;32969460;0,2;132740,95;-194561,95
30/5/2023;557,15;32907639;0,0;130131,1958;-212438,1958
31/5/2023;557,07;32825332;0,6;114964,151;-176604,151
1/6/2023;557,01;32763692;7,2;137493,821;-188800,821
2/6/2023;556,96;32712385;0,2;122069,9947;-204050,9947
3/6/2023;556,88;32630404;9,8;129264,5393;-200884,5393
4/6/2023;556,81;32558784;4,2;105281,1413;-176796,1413
5/6/2023;556,74;32487269;7,0;149371,2399;-190190,2399
6/6/2023;556,7;32446450;2,8;175334,9785;-165132,9785
7/6/2023;556,71;32456652;9,4;355070,8878;-119845,8878
8/6/2023;556,94;32691877;0,2;262321,6278;-231556,6278
9/6/2023;556,97;32722642;0,2;150142,7788;-191158,7788
10/6/2023;556,93;32681626;31,4;249816,0416;-157482,0416
11/6/2023;557,02;32773960;0,2;174780,2788;-185048,2788
12/6/2023;557,01;32763692;0,2;133484,3914;-205299,3914
13/6/2023;556,94;32691877;19,6;270105,1804;-116086,1804
14/6/2023;557,09;32845896;5,2;279431,7284;-155867,7284
15/6/2023;557,21;32969460;10,8;297536,5929;-194329,5929
16/6/2023;557,31;33072667;0,0;201144,2116;-221803,2116
17/6/2023;557,29;33052008;1,2;150780,5557;-192071,5557
18/6/2023;557,25;33010717;0,0;104999,0021;-187478,0021
19/6/2023;557,17;32928238;0,0;98216,87737;-201122,8774
20/6/2023;557,07;32825332;0,0;77131,07872;-210586,0787
21/6/2023;556,94;32691877;0,0;65900,62408;-168311,6241
22/6/2023;556,84;32589466;0,0;60496,17462;-203512,1746
23/6/2023;556,7;32446450;4,2;71237,01324;-193487,0132
24/6/2023;556,58;32324200;0,2;55922,44091;-188013,4409
25/6/2023;556,45;32192109;0,0;46040,70911;-198004,7091
26/6/2023;556,3;32040145;0,0;50811,92379;-202295,9238
27/6/2023;556,15;31888661;0,0;39369,28539;-190374,2854
28/6/2023;556;31737656;0,0;41626,02825;-172110,0283
29/6/2023;555,87;31607172;0,2;42593,2766;-182714,2766
30/6/2023;555,73;31467051;4,2;31191,41979;-150964,4198
1/7/2023;555,61;31347278;1,0;22462,56752;-181686,5675
2/7/2023;555,45;31188054;0,2;32421,19417;-171298,1942
3/7/2023;555,31;31049177;0,2;7292,067146;-165503,0671
4/7/2023;555,15;30890966;1,8;15778,67475;-153770,6747
5/7/2023;555,01;30752974;0,2;17363,27577;-174565,2758
6/7/2023;554,85;30595772;0,0;-5018,174994;-141869,825
7/7/2023;554,7;30448884;0,0;12638,48305;-159056,483
8/7/2023;554,55;30302466;0,0;2565,8719;-148512,8719
9/7/2023;554,4;30156519;0,0;18005,6129;-163483,6129
10/7/2023;554,25;30011041;0,0;8319,070387;-153328,0704
11/7/2023;554,1;29866032;0,0;6619,753432;-180012,7534
12/7/2023;553,92;29692639;0,0;13436,52563;-186157,5256
13/7/2023;553,74;29519918;0,0;11297,40901;-145171,409
14/7/2023;553,6;29386044;0,0;10635,87906;-182164,8791
15/7/2023;553,42;29214515;0,0;1414,830709;-172274,8307
16/7/2023;553,24;29043655;0,0;-1599,934191;-159155,0658
17/7/2023;553,07;28882900;0,0;9946,651983;-188911,652
18/7/2023;552,88;28703935;0,0;1562,623912;-189146,6239
19/7/2023;552,68;28516351;0,0;5506,413102;-173632,4131
20/7/2023;552,5;28348225;0,0;-7686,181927;-178344,8181
21/7/2023;552,3;28162194;0,0;5927,499533;-172658,4995
22/7/2023;552,12;27995463;0,0;-763,4301782;-174516,5698
23/7/2023;551,93;27820183;0,0;12527,69322;-168735,6932
24/7/2023;551,76;27663975;0,0;-5597,872353;-150026,1276
25/7/2023;551,59;27508351;22,6;37295,54987;-201436,5499
26/7/2023;551,41;27344210;0,0;-7861,037064;-164689,9629
27/7/2023;551,22;27171659;0,0;10943,35356;-164716,3536
28/7/2023;551,05;27017886;0,0;-4095,185351;-149097,8146
29/7/2023;550,88;26864693;0,0;5656,875372;-167228,8754
30/7/2023;550,7;26703121;0,0;3757,154274;-182523,1543
31/7/2023;550,5;26524355;0,0;956,0097009;-152280,0097
1/8/2023;550,33;26373031;0,0;6439,006877;-192573,0069
2/8/2023;550,12;26186897;0,0;3858,033872;-171512,0339
3/8/2023;549,93;26019243;2,0;-11857,52378;-137541,4762
4/8/2023;549,76;25869844;24,0;36151,92719;-167499,9272
5/8/2023;549,61;25738496;2,2;13515,78555;-153131,7856
6/8/2023;549,45;25598880;0,2;5738,264751;-153527,2648
7/8/2023;549,28;25451091;0,0;-3803,706264;-143417,2937
8/8/2023;549,11;25303870;0,0;10758,14145;-157411,1414
9/8/2023;548,94;25157217;0,0;-8309,625578;-163500,3744
10/8/2023;548,74;24985407;0,0;-3407,137263;-150553,8627
11/8/2023;548,56;24831446;0,0;17881,29058;-188208,2906
12/8/2023;548,36;24661119;0,0;-3027,927411;-149601,0726
13/8/2023;548,18;24508490;0,0;-3039,907551;-157387,0924
14/8/2023;547,99;24348063;0,0;12395,51353;-172123,5135
15/8/2023;547,8;24188335;0,0;-19129,34818;-148252,6518
16/8/2023;547,6;24020953;0,0;15996,06757;-182608,0676
17/8/2023;547,4;23854341;16,6;24267,29851;-165282,2985
18/8/2023;547,23;23713326;0,0;-284,83724;-173146,1628
19/8/2023;547,02;23539895;0,2;3731,693137;-168118,6931
20/8/2023;546,82;23375508;0,0;8589,883804;-164051,8838
21/8/2023;546,63;23220046;0,0;-11709,96151;-175561,0385
22/8/2023;546,4;23032775;0,0;7501,320004;-185690,32
23/8/2023;546,18;22854586;0,0;7569,472361;-176804,4724
24/8/2023;545,97;22685351;0,0;-8930,586362;-175466,4136
25/8/2023;545,74;22500954;0,0;-5741,040516;-177659,9595
26/8/2023;545,51;22317553;0,0;-5262,130702;-161324,8693
27/8/2023;545,3;22150966;0,0;9266,323185;-182899,3232
28/8/2023;545,08;21977333;6,0;890,6904012;-150119,6904
29/8/2023;544,89;21828104;0,6;11524,81956;-152278,8196
30/8/2023;544,71;21687350;6,0;17556,98576;-165477,9858
31/8/2023;544,52;21539429;0,2;-14263,903;-132987,097
1/9/2023;544,33;21392178;0,0;29836,17725;-184116,1773
2/9/2023;544,13;21237898;0,0;-6297,619271;-147244,3807
3/9/2023;543,93;21084356;0,2;17136,81536;-177564,8154
4/9/2023;543,72;20923928;0,0;-8415,63313;-136035,3669
5/9/2023;543,53;20779477;0,0;3194,648373;-177171,6484
6/9/2023;543,3;20605500;0,0;-10714,79523;-154795,2048
7/9/2023;543,08;20439990;0,0;-7276,097488;-134954,9025
8/9/2023;542,89;20297759;0,0;5131,826198;-169001,8262
9/9/2023;542,67;20133889;0,0;-13757,23972;-149235,7603
10/9/2023;542,45;19970896;0,0;21708,00505;-183828,005
11/9/2023;542,23;19808776;0,0;-17048,75565;-136888,2444
12/9/2023;542,02;19654839;0,0;11431,16326;-164577,1633
13/9/2023;541,81;19501693;0,0;-6905,872178;-130973,1278
14/9/2023;541,62;19363814;2,2;6059,258223;-143294,2582
